Seccion,Color,Temas relevantes,Mensaje Emocional,Mujeres,Hombres,Impactos Recomendados diarios,Forecast
749,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Integridad / Aplomo / Templanza,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 12 - 3 pm FB Medios Locales TW,2 veces al dia.,50 - 300 personas
750,Rojo,Salud / COVID EMPLEO / SEGURIDAD,Empatia / Pasión / Fervor / Arrojo,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 12 - 3 pm FB Medios Locales TW,2 veces al dia.,300 personas
751,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
752,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Empatia / Pasión / Fervor / Arrojo,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
753,Rojo,Salud / COVID EMPLEO / SEGURIDAD,"Asertividad
Certeza Compromiso",20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
754,Amarillo,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
755,Naranja,Relevo Generacional / Confianza / Experiencia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
756,Amarillo,Cambio Efectivo / Reformas Utiles / Burocracia,"Asertividad
Certeza Compromiso",20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
757,Naranja,"Recuperación Economica Salud COVID
Familia / Futuro",Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
758,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
759,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,"Asertividad
Certeza Compromiso",20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
760,Naranja,Salud / COVID EMPLEO / SEGURIDAD,Empatia / Pasión / Fervor / Arrojo,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
761,Amarillo,Relevo Generacional / Confianza / Experiencia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
762,Rojo,Vigilancia / Seguridad / Empleo Jóvenes,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
763,Amarillo,"Recuperación Economica Salud COVID
Familia / Futuro","Asertividad
Certeza Compromiso",20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
764,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
772,Naranja,Salud / COVID EMPLEO / SEGURIDAD,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
773,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,"Asertividad
Certeza Compromiso",20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
774,Amarillo,Relevo Generacional / Confianza / Experiencia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
775,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
776,Rojo,Relevo Generacional / Confianza / Experiencia,"Asertividad
Certeza Compromiso",20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
777,Amarillo,Salud / COVID EMPLEO / SEGURIDAD,Integridad / Aplomo / Templanza,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
778,Amarillo,Cambio Efectivo / Reformas Utiles / Burocracia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
779,Naranja,Relevo Generacional / Confianza / Experiencia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
780,Amarillo,Salud / COVID EMPLEO / SEGURIDAD,"Asertividad
Certeza Compromiso",20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
800,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
801,Naranja,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
802,Amarillo,"Recuperación Economica Salud COVID
Familia / Futuro","Asertividad
Certeza Compromiso",20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
803,Amarillo,"Recuperación Economica Salud COVID
Familia / Futuro",Empatia / Pasión / Fervor / Arrojo,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
804,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
805,Amarillo,"Recuperación Economica Salud COVID
Familia / Futuro","Asertividad
Certeza Compromiso",20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
829,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
831,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Integridad / Aplomo / Templanza,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
868,Rojo,"Recuperación Economica Salud COVID
Familia / Futuro","Asertividad
Certeza Compromiso",20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
869,Naranja,Cambio Efectivo / Reformas Utiles / Burocracia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
1611,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Integridad / Aplomo / Templanza,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
1613,Amarillo,Cambio Efectivo / Reformas Utiles / Burocracia,"Asertividad
Certeza Compromiso",20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1614,Naranja,Salud / COVID EMPLEO / SEGURIDAD,Empatia / Pasión / Fervor / Arrojo,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1615,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,"Asertividad
Certeza Compromiso",20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1617,Rojo,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1618,Naranja,Relevo Generacional / Confianza / Experiencia,"Asertividad
Certeza Compromiso",20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1619,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1621,Naranja,"Recuperación Economica Salud COVID
Familia / Futuro","Asertividad
Certeza Compromiso",20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
1622,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
1623,Amarillo,Relevo Generacional / Confianza / Experiencia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
1624,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1625,Rojo,"Recuperación Economica Salud COVID
Familia / Futuro","Asertividad
Certeza Compromiso",20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
1626,Rojo,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1627,Amarillo,Salud / COVID EMPLEO / SEGURIDAD,Integridad / Aplomo / Templanza,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 -150  personas
1628,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,"Asertividad
Certeza Compromiso",20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1629,Amarillo,Salud / COVID EMPLEO / SEGURIDAD,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1630,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1631,Naranja,"Recuperación Economica Salud COVID
Familia / Futuro","Asertividad
Certeza Compromiso",20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1632,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
1633,Naranja,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1634,Rojo,"Recuperación Economica Salud COVID
Familia / Futuro","Asertividad
Certeza Compromiso",20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1635,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1636,Amarillo,Relevo Generacional / Confianza / Experiencia,Empatia / Pasión / Fervor / Arrojo,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1637,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,"Asertividad
Certeza Compromiso",20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1638,Naranja,Relevo Generacional / Confianza / Experiencia,Empatia / Pasión / Fervor / Arrojo,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1639,Amarillo,"Recuperación Economica Salud COVID
Familia / Futuro","Asertividad
Certeza Compromiso",20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1640,Naranja,Cambio Efectivo / Reformas Utiles / Burocracia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1641,Amarillo,"Recuperación Economica Salud COVID
Familia / Futuro",Empatia / Pasión / Fervor / Arrojo,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
