Seccion,Color,Temas relevantes,Mensaje Emocional,Mujeres,Hombres,Impactos Recomendados diarios,Forecast
0749,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Integridad / Aplomo / Templanza,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 12 - 3 pm FB Medios Locales TW,2 veces al dia.,50 - 300 personas
0750,Rojo,Salud / COVID EMPLEO / SEGURIDAD,Empatia / Pasión / Fervor / Arrojo,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 12 - 3 pm FB Medios Locales TW,2 veces al dia.,300 personas
0751,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0752,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Empatia / Pasión / Fervor / Arrojo,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
0753,Rojo,Salud / COVID EMPLEO / SEGURIDAD,Asertividad Certeza Compromiso,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0754,Amarillo,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
0755,Naranja,Relevo Generacional / Confianza / Experiencia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
0756,Amarillo,Cambio Efectivo / Reformas Utiles / Burocracia,Asertividad Certeza Compromiso,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0757,Naranja,Recuperación Economica Salud COVID Familia / Futuro,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
0758,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0759,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Asertividad Certeza Compromiso,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
0760,Naranja,Salud / COVID EMPLEO / SEGURIDAD,Empatia / Pasión / Fervor / Arrojo,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
0761,Amarillo,Relevo Generacional / Confianza / Experiencia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0762,Rojo,Vigilancia / Seguridad / Empleo Jóvenes,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
0763,Amarillo,Recuperación Economica Salud COVID Familia / Futuro,Asertividad Certeza Compromiso,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0764,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
0772,Naranja,Salud / COVID EMPLEO / SEGURIDAD,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0773,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Asertividad Certeza Compromiso,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
0774,Amarillo,Relevo Generacional / Confianza / Experiencia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
0775,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
0776,Rojo,Relevo Generacional / Confianza / Experiencia,Asertividad Certeza Compromiso,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
0777,Amarillo,Salud / COVID EMPLEO / SEGURIDAD,Integridad / Aplomo / Templanza,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
0778,Amarillo,Cambio Efectivo / Reformas Utiles / Burocracia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
0779,Naranja,Relevo Generacional / Confianza / Experiencia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
0780,Amarillo,Salud / COVID EMPLEO / SEGURIDAD,Asertividad Certeza Compromiso,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
0800,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
0801,Naranja,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
0802,Amarillo,Recuperación Economica Salud COVID Familia / Futuro,Asertividad Certeza Compromiso,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
0803,Amarillo,Recuperación Economica Salud COVID Familia / Futuro,Empatia / Pasión / Fervor / Arrojo,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
0804,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0805,Amarillo,Recuperación Economica Salud COVID Familia / Futuro,Asertividad Certeza Compromiso,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0829,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0831,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Integridad / Aplomo / Templanza,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
0868,Rojo,Recuperación Economica Salud COVID Familia / Futuro,Asertividad Certeza Compromiso,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
0869,Naranja,Cambio Efectivo / Reformas Utiles / Burocracia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
1611,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Integridad / Aplomo / Templanza,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
1612,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1613,Amarillo,Cambio Efectivo / Reformas Utiles / Burocracia,Asertividad Certeza Compromiso,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1614,Naranja,Salud / COVID EMPLEO / SEGURIDAD,Empatia / Pasión / Fervor / Arrojo,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1615,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Asertividad Certeza Compromiso,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1616,Rojo,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1617,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 3 - 8 pm WA FB / TW,Hombres 20 - 56 6 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1618,Naranja,Relevo Generacional / Confianza / Experiencia,Asertividad Certeza Compromiso,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1619,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1620,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 300 personas
1621,Naranja,Recuperación Economica Salud COVID Familia / Futuro,Asertividad Certeza Compromiso,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
1622,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
1623,Amarillo,Relevo Generacional / Confianza / Experiencia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
1624,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Empatia / Pasión / Fervor / Arrojo,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1625,Rojo,Recuperación Economica Salud COVID Familia / Futuro,Asertividad Certeza Compromiso,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
1626,Rojo,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1627,Amarillo,Salud / COVID EMPLEO / SEGURIDAD,Integridad / Aplomo / Templanza,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 -150  personas
1628,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Asertividad Certeza Compromiso,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1629,Amarillo,Salud / COVID EMPLEO / SEGURIDAD,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1630,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1631,Naranja,Recuperación Economica Salud COVID Familia / Futuro,Asertividad Certeza Compromiso,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,300 personas
1632,Amarillo,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,50 - 150 personas
1633,Naranja,Cambio Efectivo / Reformas Utiles / Burocracia,Integridad / Aplomo / Templanza,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1634,Rojo,Recuperación Economica Salud COVID Familia / Futuro, Asertividad Certeza Compromiso,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1635,Naranja,Vigilancia / Seguridad / Empleo Jóvenes,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1636,Amarillo,Relevo Generacional / Confianza / Experiencia,Empatia / Pasión / Fervor / Arrojo,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1637,Rojo,Cambio Efectivo / Reformas Utiles / Burocracia,Asertividad Certeza Compromiso,20 - 25 años 4 - 6 pm WA FB / TW,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1638,Naranja,Relevo Generacional / Confianza / Experiencia,Empatia / Pasión / Fervor / Arrojo,20 - 40 años 1 - 4 pm WA FB / TW Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1639,Amarillo,Recuperación Economica Salud COVID Familia / Futuro,Asertividad Certeza Compromiso,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1640,Naranja,Cambio Efectivo / Reformas Utiles / Burocracia,Vehemencia / Valor / Generosidad / Arrojo / Honestidad / Aprobación,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
1641,Amarillo,Recuperación Economica Salud COVID Familia / Futuro,Empatia / Pasión / Fervor / Arrojo,20 - 36 años 4 - 7 pm WA FB Medios Locales,Hombres 20 - 56 4 - 10 pm FB TW,2 veces al dia.,100 - 200 personas
