Seccion,Color,Temas relevantes,Mensaje Emocional,Mujeres,Hombres,Impactos Recomendados diarios,Forecast
1274,Azul,Recuperación Económica pequeños empresarios/Seguridad Salud,"Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1212,Rojo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1250,Amarillo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1230,Rojo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1278,Azul,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1223,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1294,Rojo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1273,Amarillo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1242,Amarillo,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1375,Amarillo,Recuperación Económica pequeños empresarios/Seguridad Salud,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1253,Rojo,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1287,Amarillo,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Asertividad
Certeza/Compromiso Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1369,Amarillo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1373,Rojo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1270,Rojo,Recuperación Económica pequeños empresarios/Seguridad Salud,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1333,Rojo,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Asertividad
Certeza/Compromiso Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1219,Amarillo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1378,Azul,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1376,Amarillo,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1272,Rojo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1221,Azul,Recuperación Económica pequeños empresarios/Seguridad Salud,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1283,Amarillo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 36 años/4 - 7 pm/WA/FB/,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1337,Rojo,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Asertividad
Certeza/Compromiso Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1220,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1247,Azul,Recuperación Económica pequeños empresarios/Seguridad Salud,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1222,Amarillo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1224,Rojo,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1275,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1198,Azul,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1233,Amarillo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1344,Rojo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 36 años/4 - 7 pm/WA/FB/,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1232,Amarillo,Recuperación Económica pequeños empresarios/Seguridad Salud,"Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1254,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Asertividad
Certeza/Compromiso Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1331,Azul,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1228,Amarillo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1199,Rojo,Recuperación Economica/Certeza Laboral Emprendedores,"Asertividad
Certeza/Compromiso Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1259,Azul,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1277,Amarillo,Recuperación Económica pequeños empresarios/Seguridad Salud,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1203,Azul,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1205,Azul,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1188,Rojo,Recuperación Económica pequeños empresarios/Seguridad Salud,"Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 36 años/4 - 7 pm/WA/FB/,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1204,Amarillo,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
